AIC,Name,Type,MonthEnd,Code,TA,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthendMidPrice,CurrYrRev,Rev (splits only),Rev (splits only),Shares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolderFunds for share,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,Additional geographic,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,AIC Cat 2,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,FootNote,FairValue,ShareNote
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,Japan ,Hong Kong,Korea ,Taiwan ,Singa pore,Other , , , , , , , ,Japan ,Hong Kong,Korea ,Taiwan ,Singa pore,Other ,Japan ,Hong Kong,Korea ,Taiwan ,Singa pore,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
Sector Specialist: Zero Dividend,Investec Capital Accumulator,Ordinary Share,31/01/2007,B0GYJV9,40010575,0,0,0,0,0,0,0,0,102.25,-44475,,,37626231,0,0,0,N/A,10,100,88.5,Y,N,40010575,,,,,,106.22,,,,,,,,,,106.22,,,,,0.69,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash & Fixed Int.,FTSE 100,FTSE 250 x IC,FTSE S/C FL/AIM xIC,SC Inc & Ord Inc,Other SC & ICs,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
UK Growth & Income,British & American,Ordinary Share,31/01/2007,65311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth & Income,City of London,Ordinary Share,31/01/2007,199049,731227000,47887982,64096126,47887982,64096126,0,0,0,47887982,306.5,-717578,,,208413762,0,0,0,N/A,-1,107,,,Y,683339018,327.88,,,,,327.53,,,,,320.1,,,,,319.75,,,,,3.44,-1,96,5,0,0,0,0,-1,78,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Fair value based on quoted price for each security,
UK Growth & Income,Dunedin Income Growth,Ordinary Share,31/01/2007,340609,493657942,48600000,54414952,48600000,54414952,0,0,0,48600000,267.25,9407475,,,153969634,0,84057,3681101,No,-2,111,,,,445057942,289.06,,,,289.06,295.17,,,,295.17,285.28,,,,285.28,291.39,,,,291.39,3.59,-2,99,3,0,0,0,0,-2,66,29,4,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,MARKET PRICE OF DEBENTURE STOCK IS OFFER VALUE,"45,157 SHARES REPURCHASED AT 264.0P ON 12.01.07.
38,900 SHARES REPURCHASED AT 267.0P ON 15.01.07.
ALL TO BE HELD IN TREASURY."
UK Growth & Income,Edinburgh Investment,Ordinary Share,31/01/2007,305233,1381239595,200000000,257090620,200000000,257090620,0,0,0,200000000,469.5,10341033,,,218275748,0,112000,0,N/A,3,117,0,,N,1181239595,541.17,,,,,545.91,,,,,515.01,,,,,519.75,,,,,3.53,3,97,0,0,0,0,0,3,78,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,The fair value has been calculated by reference to the market price of the debenture stock.,"18/01/2007 buy-back of 112,000 shares at a cost of 530,116.37"
UK Growth & Income,F&C Capital & Income,Ordinary Share,31/01/2007,346328,214275000,8000000,8000000,8000000,8000000,0,0,0,8000000,248.5,944632,,,80469268,0,0,1722011,No,-1,104,,,N,206275000,256.34,,,,256.34,257.51,,,,257.51,256.34,,,,256.34,257.51,,,,257.51,3.41,-1,96,5,0,0,0,0,-1,74,13,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Short term loans are calculated based on the exchange rates on the NAV date.,
UK Growth & Income,Finsbury Growth & Income,Ordinary Share,31/01/2007,781606,184340000,22350000,22350000,22350000,22350000,0,0,0,22350000,323,627641,,,51237423,400000,0,0,Yes,11,114,,,Y,161990000,316.16,,,,,317.38,,,,,316.16,,,,,317.38,,,,,3.1,11,89,0,0,0,0,0,11,51,22,15,0,1,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Loan is short term.,
UK Growth & Income,INVESCO Income Growth,Ordinary Share,31/01/2007,358572,153984699,0,0,0,0,0,0,0,0,238.25,0,,,60695622,0,300000,0,N/A,-7,100,0,,N,153984699,253.7,,,,,,,,,,253.7,,,,,,,,,,3.1,-7,107,0,0,0,0,0,-7,80,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"300,000 ord 25p shrs cancelled on 19/1 @ 232.5p each"
UK Growth & Income,JPMorgan Elect Managed Income,Ordinary Share,31/01/2007,3408021,67664071,0,0,0,0,0,0,0,0,120.5,265902,,,56597109,0,200000,0,N/A,1,100,,,N,67664071,119.55,,,,,120.02,,,,,119.55,,,,,120.02,,,,,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth & Income,Lowland,Ordinary Share,31/01/2007,536806,251741000,6662480,7601000,6662480,7601000,0,0,0,6662480,1042.5,894599,,,24267954,0,0,0,No,3,103,,,N,245078520,1009.89,,,,,1013.57,,,,,1006.02,,,,,1009.7,,,,,3.26,3,96,0,1,0,0,0,3,43,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Fair value based on the offer price at 1.11564,
UK Growth & Income,Merchants,Ordinary Share,31/01/2007,580007,691003502,114853595,139142343,114853595,139142343,0,0,0,114853595,513,6932854,,,103759877,0,0,0,N/A,-1,120,,,N,576149907,555.27,,,,,561.95,,,,,531.86,,,,,538.55,,,,,4,-1,101,0,0,0,0,0,-1,89,10,2,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/A,0,0,0,0,0,0,0,,,,,,,,,,,,,"Fair values for the FDF loan, 4% Perpetual Debenture stock & Fintrust loans ç
are sedol prices. The fair value of the Debenture Loan Stock 2029 has been ç
calculated with reference to a similar gilt plus an appropriate margin.",
UK Growth & Income,Murray Income,Ordinary Share,31/01/2007,611112,518656229,25000000,24873826,25000000,24873826,0,0,0,25000000,712,0,,,65202958,0,0,1213500,Yes,2,105,,,N,493656229,757.11,,,,756.28,,,,,,757.3,,,,756.47,,,,,,3.47,2,98,0,0,0,0,0,2,69,26,2,0,1,0,100,0,0,0,0,0,100,0,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,The fair values of long term bank loans are calculated by discounting future cashflows.,
UK Growth & Income,Perpetual Income & Growth,Ordinary Share,31/01/2007,679842,676643646,121430222,122015311,121430222,122015311,0,0,0,121430222,248.75,9161208,,,206860637,0,0,0,N/A,-2,122,0,,Y,555213424,268.4,264.41,,,,272.83,268.48,,,,268.12,264.15,,,,272.55,268.22,,,,2.6,-2,93,1,8,0,0,0,-2,72,15,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"FV of overdraft equal to Par as not materially different. FV of Debenture stock based on Stock Exchange closing mid price and includes any FV of swaps, as valued by Broker, if in existance.",
UK Growth & Income,Schroder Income Growth,Ordinary Share,31/01/2007,791586,166766737,0,0,0,0,0,0,0,0,221,378595,,,71687343,0,0,0,N/A,6,100,,,,166766737,232.63,,,,,233.16,,,,,232.63,,,,,233.16,,,,,0,6,94,0,0,0,0,0,6,82,12,0,0,0,0,94,0,0,0,0,6,94,0,0,0,0,6,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth & Income,Securities Trust of Scotland,Ordinary Share,31/01/2007,B09G3N2,161469268,12000000,12001203,12000000,12001203,0,0,0,12000000,140.5,1263317,,,101970223,0,0,0,N/A,2,108,,,Y,149469268,146.58,,,,,147.82,,,,,146.58,,,,,147.82,,,,,3.77,2,98,0,0,0,0,0,2,72,17,8,0,1,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Fair value = net present value of future cash flows (discounted at libor),
UK Growth & Income,Shires Income,Ordinary Share,31/01/2007,805250,137334000,42309335,44387615,42309335,44387615,0,0,0,42309335,322.25,1553000,,,29697580,0,0,0,N/A,25,145,2.73,,N,95024665,319.97,,,,,325.2,,,,,312.98,,,,,318.21,,,,,5.73,25,74,0,1,0,0,0,25,35,16,11,0,12,1,99,0,1,0,0,0,99,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"The par value of bank loans and overdrafts is considered also to be their fair value due to their short term maturity
The fair value of the index-linked debenture stock is calculated using a discounted cash flow method.",
UK Growth & Income,Standard Life Equity Income,Ordinary Share,31/01/2007,603959,146719567,14000000,14000000,14000000,14000000,0,0,0,14000000,322.5,533336,,,38837907,0,0,900000,No,1,111,,,N,132719567,341.73,,,,341.73,343.1,,,,343.1,341.73,,,,341.73,343.1,,,,343.1,3.46,1,99,0,0,0,0,0,1,75,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,FAIR AND PAR VALUE ARE NOT MATERIALLY DIFFERENT,
UK Growth & Income,Temple Bar,Ordinary Share,31/01/2007,882532,587451366,63000000,71100170,63000000,71100170,0,0,0,63000000,853.5,12196055,,,58340742,0,0,0,N/A,7,112,,,N,524451366,898.95,,,,,919.85,,,,,885.06,,,,,905.97,,,,,3.44,7,93,0,0,0,0,0,7,70,16,7,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Fair values are calculated using closing Offer/ask market prices.,
UK Growth & Income,Value and Income,Ordinary Share,31/01/2007,848471,166010020,35000000,48207567,35000000,48207567,0,0,0,35000000,248.5,1027423,0,,45549975,0,0,0,N/A,1,127,0,,Y,131010020,287.62,,,,,289.87,,,,,258.62,,,,,260.88,,,,,4.71,1,99,0,0,0,0,0,1,40,26,4,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,Additional Portfolio Spread: 29% is invested in property holdings.,Market value of debenture stock,
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash & Fixed Int.,FTSE 100,FTSE 250 x IC,FTSE S/C FL/AIM xIC,SC Inc & Ord Inc,Other SC & ICs,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
UK Growth,Albany,Ordinary Share,31/01/2007,12102,39680706,0,0,0,0,0,0,0,0,408.5,0,,,10023750,0,0,0,N/A,1,100,,,N,39680706,395.87,,,,,,,,,,395.87,,,,,,,,,,3.03,1,93,4,0,0,2,0,1,39,35,11,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,Artemis Alpha,Ordinary Share,31/01/2007,435594,92660318,14300000,14300000,14300000,14300000,0,0,0,14300000,209.75,136324,,,33233488,0,0,125000,No,-2,118,20,,N,78360318,235.79,216.71,,,216.71,236.2,217.05,,,217.05,235.79,216.71,,,216.71,236.2,217.05,,,217.05,1.33,-2,77,7,15,0,3,0,-2,2,2,68,0,5,25,100,0,0,0,0,0,100,0,0,0,0,0,*z,0,0,0,0,0,0,0,,,,,,,,,,,,,The fair and par value are not materially different,
UK Growth,Aurora,Ordinary Share,31/01/2007,63326,45405578,8502908,8502908,8502908,8502908,0,0,0,8502908,224,0,,,15107250,0,0,0,N/A,6,123,,,,36902670,244.27,,,,,,,,,,244.27,,,,,,,,,,0,6,83,11,0,0,0,0,6,38,18,34,0,4,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,The fair and par value are not materially different,
UK Growth,British Portfolio Trust,Ordinary Share,31/01/2007,3096169,79679785,6000000,6000000,6000000,6000000,0,0,0,6000000,181.75,1404130,,,39718108,0,889166,4371666,N/A,1,108,,,N,73679785,185.51,,,,185.13,189.04,,,,188.32,185.51,,,,185.13,189.04,,,,188.32,3,1,99,0,0,0,0,0,1,80,10,9,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,THE FAIR VALUE CONSISTS OF THE LOAN VALUE PLUS THE MARK TO MARKET VALUE PROVIDED BY THE COUNTERPARTY OF THE INTEREST RATE SWAP LINKED TO THIS LOAN.,"5.1.07 buy back (treasury) 766,666 shares for value ú1,380,275.80.
11.1.07 buy back 105,000 for value ú188,251.80
16.1.07 buy back 17,500 for value 31,564.00"
UK Growth,Capital Gearing,Ordinary Share,31/01/2007,173861,54728370,0,0,0,0,0,0,0,0,2030,754091,,,2794906,0,0,0,N/A,38,100,,,N,54728370,1958.15,,,,,1985.13,,,,,1958.15,,,,,1985.13,,,,,1.8,38,30,3,5,1,4,19,38,0,0,0,30,18,14,19,67,11,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,F&C UK Select,Ordinary Share,31/01/2007,156828,77228494,9000000,9024874,9000000,9024874,0,0,0,9000000,97.75,0,,,65891790,0,300000,300000,No,5,113,,,Y,68228494,103.55,103.56,,,103.56,,,,,,103.51,103.52,,,103.52,,,,,,4,5,95,0,0,0,0,0,5,41,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,The variable loan has been classified as fixed as there is a matching interest rate swap which has the effect of fixing the interest rate. The month end fair value represents the mark to market value of the swap which is provided by the lender.,"On 10 January the Company repurchased 300,000 shares at a price of 98.25p to be held in Treasury."
UK Growth,Fidelity Special Values,Ordinary Share,31/01/2007,332510,420093157,40000000,39569889,40000000,39569889,0,0,0,40000000,557.5,58250,,,64701973,0,172830,0,N/A,10,111,0.04,,N,380093157,587.45,,,,,587.54,,,,,588.12,,,,,588.21,,,,,2.7,10,78,8,2,0,0,2,10,41,24,13,0,0,12,100,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,The fair value has been calculated by discounting future cash flows to current Pound Sterling interest rates.,"During the month 172,830 shares were repurchased by the company for cancellation at an average cost of 558.52p per share, for a total consideration of ú965,298.41"
UK Growth,Hansa Trust (Ord),Ordinary Share,31/01/2007,787972,222054392,0,0,0,0,0,0,0,0,997,2456921,,,24000000,0,0,0,N/A,2,100,,,N,222054392,925.23,,,,,935.46,,,,,925.23,,,,,935.46,,,,,0,2,90,6,0,0,1,1,2,34,8,26,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,Hansa Trust ('A' Ord),Class A Ordinary,31/01/2007,787983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth,Henderson Opportunities,Ordinary Share,31/01/2007,853657,66838000,4250000,4250000,4250000,4250000,0,0,0,4250000,708,0,0,,8208293,0,0,0,N/A,1,107,,,Y,62588000,762.5,,,,,,,,,,762.5,,,,,,,,,,0,1,99,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,Invesco Perpetual Select UK Equity,Ordinary Share,31/01/2007,B1DPVL6,46127227,887705,887705,887705,887705,0,0,0,887705,100.5,0,,,44752594,0,0,0,N/A,-11,102,0,,Y,45239522,101.09,,,,,,,,,,101.09,,,,,,,,,,2.8,-11,98,0,13,0,0,0,-11,80,12,6,0,0,13,100,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,FV of overdraft considered not to be materially different to PAR,
UK Growth,JPMorgan Fleming Claverhouse,Ordinary Share,31/01/2007,342218,390849019,44636869,47844990,44636869,47844990,0,0,0,44636869,545,0,,,60893545,0,177500,0,N/A,0,113,,,Y,346212150,568.55,,,,,,,,,,563.28,,,,,,,,,,2.79,0,100,0,0,0,0,0,0,81,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Debentures have been revalued using an estimated fair market spread over relevant gilt;  Interest rate swaps and fixed rate loans have been revalued using mark to market estimates provided by a counterparty or other relevant source.,
UK Growth,JPMorgan Fleming Mercantile,Ordinary Share,31/01/2007,579403,1901986647,176613167,193265806,176613167,193265806,0,0,0,176613167,1258,18874111,,,125058759,0,424589,0,Yes,7,110,,,N,1725373480,1379.65,,,,,1394.74,,,,,1366.33,,,,,1381.43,,,,,2.17,7,93,0,0,0,0,0,7,2,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Debentures have been revalued using an estimated fair market spread over the relevant gilt; Interest rate swaps and fixed rate loans have been revalued using mark to market estimates provided by a counterparty or other relevant source.,
UK Growth,JPMorgan Mid Cap,Ordinary Share,31/01/2007,235761,262047140,28962378,31718740,28962378,31718740,0,0,0,28962378,698.5,2496772,,,30260000,0,25000,0,N/A,1,112,,,Y,233084762,770.27,,,,,778.52,,,,,761.16,,,,,769.42,,,,,2.5,1,99,0,0,0,0,0,1,3,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Debentures have been revalued using an estimated fair market spread over the relevant gilt;  Interst rate swaps and fixed rate loans have been revalued using mark to market estimates provided by a counterparty or other relevant source.,
UK Growth,Keystone,Ordinary Share,31/01/2007,491206,211830882,39788806,45943567,39788806,45943567,0,0,0,39788806,1180,1530610,,,13368799,0,0,0,N/A,2,123,0,,Y,172042076,1286.89,,,,,1298.34,,,,,1240.85,,,,,1252.3,,,,,2.7,2,90,1,7,0,0,0,2,69,13,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,FV based on Stock Exchange closing mid + broker advise where no Stock Exchange price available.,
UK Growth,Principle Capital,Ordinary Share,31/01/2007,B0K32V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth,Principle Capital C shares,Ordinary Share,31/01/2007,B18CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth,SVM UK Active,Ordinary Share,31/01/2007,911544,84919516,0,0,0,0,0,0,0,0,209.75,0,0,,37427324,0,0,4000000,Yes,-9,100,,,,84919516,226.89,,,,225.24,,,,,,226.89,,,,225.24,,,,,,0,-9,103,0,0,0,0,6,-9,51,22,30,0,0,6,94,0,0,0,1,5,94,0,0,0,1,5,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,Schroder UK Growth,Ordinary Share,31/01/2007,791348,254811384,30000000,30000000,30000000,30000000,0,0,0,30000000,136.25,2615659,,,159925900,0,0,0,No,-1,113,,,Y,224811384,140.57,,,,,142.21,,,,,140.57,,,,,142.21,,,,,3.29,-1,101,0,0,0,0,0,-1,89,12,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,Strategic Equity Capital,Ordinary Share,31/01/2007,B0BDCB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Growth,Tribune UK Tracker,Ordinary Share,31/01/2007,B0S49V7,212861892,0,0,0,0,0,0,0,0,687,353592,,,29725694,0,230000,3159480,No,0,100,0,,N,212861892,716.09,,,,716.09,717.28,,,,717.28,716.09,,,,716.09,717.28,,,,717.28,0,0,100,0,0,0,0,0,0,85,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Growth,UK Select Trust,Ordinary Share,31/01/2007,461823,37266125,5200000,5200000,5200000,5200000,0,0,0,5200000,149.5,522434,,,20830484,0,0,0,N/A,-4,116,,,Y,32066125,153.94,,,,,156.45,,,,,153.94,,,,,156.45,,,,,3.14,-4,104,0,0,0,0,0,-4,51,53,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Par and Fair Value are not materially different,
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash / Cash equiv,Bonds ,UK Equity x IC,Int. Equities,SC Inc Shares,SC Ord Inc Shares,Other SC & ICs,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
UK High Income,City Merchants High Yield,Ordinary Share,31/01/2007,B0LNG76,96943431,9625912,9625912,9625912,9625912,0,0,0,9625912,190.25,0,,,48630448,0,0,0,N/A,71,111,0,,N,87317519,179.55,,,,,,,,,,179.55,,,,,,,,,,6.4,71,25,1,1,0,2,0,8,63,25,4,0,0,0,43,41,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,FV of overdraft not materially different to PAR,
UK High Income,Glasgow Income,Ordinary Share,31/01/2007,370866,177299000,55943425,55943425,55943425,55943425,0,0,0,55943425,104.75,121000,,,121942517,3509409,0,0,N/A,26,146,,,N,121355575,99.52,,,,,99.62,,,,,99.52,,,,,99.62,,,,,4.16,26,73,0,0,0,0,1,4,22,73,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"All the zero coupon finance arrangements each comprise a set of financial ç
instruments (FTSE 100 Index options)with each option having its own market ç
value. Both sets of options are valued at market value hence par and fair ç
value are the same.
The pa","10/1/7 9,231 shs @ 106.0p
17/1/7 23,747 shs @ 106.5p
24/1/7 26,431 shs @ 106.0p
26/1/7 3,450,000 shs @ 103.5p"
UK High Income,Henderson High Income,Ordinary Share,31/01/2007,958057,153847000,31419473,31419473,31419473,31419473,0,0,0,31419473,179.25,0,,,69687798,0,0,0,N/A,18,126,,,Y,122427527,175.68,,,,,,,,,,175.68,,,,,,,,,,4.55,18,80,2,0,0,0,0,-2,20,80,2,0,0,0,100,0,0,0,0,0,98,2,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,"Because the loans are of short duration to redemption, no fair value has been calculated.",
